poema,¿,"No cesará este rayo que me habita
el corazón de exasperadas fieras
y de fraguas coléricas y herreras
donde el metal más fresco se marchita","?
¿","No cesará esta terca estalactita
de cultivar sus duras cabelleras
como espadas y rígidas hogueras
hacia mi corazón que muge y grita?
Este rayo ni cesa ni se agota:
de mí mismo tomó su procedencia
y ejercita en mí mismo sus furores.
Esta obstinada piedra de mí brota
y sobre mí dirige la insistencia
de sus lluviosos rayos destructores."
cancion_Jarcha_843,"Me llamo barro aunque Miguel me llame.
 Barro es mi profesión y mi destino
 Que mancha con su lengua cuanto lame.
 Soy un triste instrumento del camino.
 ¿","No cesará este rayo que me habita
 el corazón de exasperadas fieras
 y de fraguas coléricas y herreras
 donde el metal más fresco se marchita","?
 ¿","No cesará esta terca estalactita
 de cultivar sus duras cabelleras
 como espadas y rígidas hogueras
 hacia mi corazón que muge y grita?
 Este rayo ni cesa ni se agota:
 de mí mismo tomó su procedencia
 y ejercita en mí mismo sus furores.
 Esta obstinada piedra de mí brota
 y sobre mí dirige la insistencia
 de sus lluviosos rayos destructores."
